pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order,mastery,move_method_name
2,25,92,4,0,,,machine
2,25,156,4,0,,,machine
2,25,164,4,0,,,machine
2,25,174,4,0,,,machine
2,25,182,4,0,,,machine
2,25,188,4,0,,,machine
2,25,202,4,0,,,machine
2,25,204,4,0,,,machine
2,25,206,4,0,,,machine
2,25,214,4,0,,,machine
2,25,241,4,0,,,machine
2,25,263,4,0,,,machine
2,25,270,4,0,,,machine
2,25,282,4,0,,,machine
2,25,311,4,0,,,machine
2,25,331,4,0,,,machine
2,25,345,4,0,,,machine
2,25,402,4,0,,,machine
2,25,412,4,0,,,machine
2,25,437,4,0,,,machine
2,25,447,4,0,,,machine
2,25,203,4,0,,,machine
2,23,249,4,0,,,machine
2,23,219,4,0,,,machine
2,23,213,4,0,,,machine
2,23,207,4,0,,,machine
2,23,148,4,0,,,machine
2,23,113,4,0,,,machine
2,23,104,4,0,,,machine
2,23,70,4,0,,,machine
2,23,526,4,0,,,machine
2,23,15,4,0,,,machine
2,23,38,1,45,,,level-up
2,20,438,4,0,,,machine
2,20,520,3,0,,,tutor
2,20,803,3,0,,,tutor
2,20,133,4,0,,,machine
2,20,173,4,0,,,machine
2,20,496,4,0,,,machine
2,19,200,4,0,,,machine
2,19,29,4,0,,,machine
2,19,72,4,0,,,machine
2,19,115,4,0,,,machine
2,18,20,3,0,,,tutor
2,18,173,3,0,,,tutor
2,18,202,3,0,,,tutor
2,18,235,3,0,,,tutor
2,18,282,3,0,,,tutor
2,18,388,3,0,,,tutor
2,18,402,3,0,,,tutor
2,18,216,4,0,,,machine
2,18,218,4,0,,,machine
2,18,237,4,0,,,machine
2,18,267,4,0,,,machine
2,18,497,4,0,,,machine
2,18,590,4,0,,,machine
2,16,290,4,0,,,machine
2,14,214,3,0,,,tutor
2,13,207,3,0,,,tutor
2,13,164,3,0,,,tutor
2,13,102,3,0,,,tutor
2,13,34,3,0,,,tutor
2,13,38,3,0,,,tutor
2,10,29,3,0,,,tutor
2,10,81,3,0,,,tutor
2,10,189,3,0,,,tutor
2,10,210,3,0,,,tutor
2,10,363,4,0,,,machine
2,10,445,4,0,,,machine
2,7,14,3,0,,,tutor
2,6,203,3,0,,,tutor
2,6,111,3,0,,,tutor
2,4,230,4,0,,,machine
2,4,210,4,0,,,machine
2,4,111,4,0,,,machine
2,4,189,4,0,,,machine
2,2,102,4,0,,,machine
2,2,99,4,0,,,machine
2,2,117,4,0,,,machine
3,25,76,1,58,,,level-up
3,25,80,2,0,,,egg
3,25,92,2,0,,,egg
3,25,174,2,0,,,egg
3,25,275,2,0,,,egg
3,25,14,4,0,,,machine
3,25,34,4,0,,,machine
3,25,36,4,0,,,machine
3,25,38,4,0,,,machine
3,25,46,4,0,,,machine
3,25,438,1,51,,,level-up
3,25,388,1,44,,,level-up
3,25,235,1,37,,,level-up
3,25,230,1,30,,,level-up
3,25,572,1,0,,,level-up
3,25,74,1,1,1.0,,level-up
3,25,80,1,1,2.0,,level-up
3,25,22,1,1,3.0,,level-up
3,25,33,1,1,4.0,,level-up
3,25,45,1,1,5.0,,level-up
3,25,73,1,9,,,level-up
3,25,75,1,12,,,level-up
3,25,79,1,15,1.0,,level-up
3,25,77,1,15,2.0,,level-up
3,25,402,1,20,,,level-up
3,25,36,1,25,,,level-up
3,25,491,4,0,,,machine
3,25,520,4,0,,,machine
3,25,523,4,0,,,machine
3,25,572,4,0,,,machine
3,25,580,4,0,,,machine
3,25,707,4,0,,,machine
3,25,803,4,0,,,machine
3,25,851,4,0,,,machine
3,25,885,4,0,,,machine
3,25,474,4,0,,,machine
3,25,447,4,0,,,machine
3,25,437,4,0,,,machine
3,25,416,4,0,,,machine
3,25,63,4,0,,,machine
3,25,76,4,0,,,machine
3,25,89,4,0,,,machine
3,25,92,4,0,,,machine
3,25,133,4,0,,,machine
3,25,156,4,0,,,machine
3,25,164,4,0,,,machine
3,25,174,4,0,,,machine
3,25,182,4,0,,,machine
3,25,184,4,0,,,machine
3,25,188,4,0,,,machine
3,25,202,4,0,,,machine
3,25,203,4,0,,,machine
3,25,206,4,0,,,machine
3,25,214,4,0,,,machine
3,25,241,4,0,,,machine
3,25,263,4,0,,,machine
3,25,270,4,0,,,machine
3,25,282,4,0,,,machine
3,25,311,4,0,,,machine
3,25,331,4,0,,,machine
3,25,338,4,0,,,machine
3,25,345,4,0,,,machine
3,25,398,4,0,,,machine
3,25,402,4,0,,,machine
3,25,412,4,0,,,machine
3,25,414,4,0,,,machine
3,25,204,4,0,,,machine
3,23,15,4,0,,,machine
3,23,338,3,0,,,tutor
3,23,38,1,51,,,level-up
3,23,70,4,0,,,machine
3,23,249,4,0,,,machine
3,23,219,4,0,,,machine
3,23,213,4,0,,,machine
3,23,207,4,0,,,machine
3,23,148,4,0,,,machine
3,23,113,4,0,,,machine
3,23,104,4,0,,,machine
3,23,431,4,0,,,machine
3,23,526,4,0,,,machine
3,20,805,3,0,,,tutor
3,20,803,3,0,,,tutor
3,20,520,3,0,,,tutor
3,20,173,4,0,,,machine
3,20,200,4,0,,,machine
3,20,438,4,0,,,machine
3,20,496,4,0,,,machine
3,19,133,1,1,2.0,,level-up
3,19,115,4,0,,,machine
3,19,29,4,0,,,machine
3,19,72,4,0,,,machine
3,18,20,3,0,,,tutor
3,18,173,3,0,,,tutor
3,18,200,3,0,,,tutor
3,18,202,3,0,,,tutor
3,18,235,3,0,,,tutor
3,18,282,3,0,,,tutor
3,18,335,3,0,,,tutor
3,18,388,3,0,,,tutor
3,18,402,3,0,,,tutor
3,18,707,3,0,,,tutor
3,18,267,4,0,,,machine
3,18,590,4,0,,,machine
3,18,497,4,0,,,machine
3,18,237,4,0,,,machine
3,18,218,4,0,,,machine
3,18,216,4,0,,,machine
3,16,290,4,0,,,machine
3,14,214,3,0,,,tutor
3,13,34,3,0,,,tutor
3,13,38,3,0,,,tutor
3,13,102,3,0,,,tutor
3,13,164,3,0,,,tutor
3,13,207,3,0,,,tutor
3,10,29,3,0,,,tutor
3,10,81,3,0,,,tutor
3,10,189,3,0,,,tutor
3,10,210,3,0,,,tutor
3,10,363,4,0,,,machine
3,10,445,4,0,,,machine
3,7,14,3,0,,,tutor
3,6,111,3,0,,,tutor
3,6,203,3,0,,,tutor
3,4,111,4,0,,,machine
3,4,189,4,0,,,machine
3,4,210,4,0,,,machine
3,4,230,4,0,,,machine
3,2,99,4,0,,,machine
3,2,102,4,0,,,machine
3,2,117,4,0,,,machine
4,25,851,4,0,,,machine
4,25,46,4,0,,,machine
4,25,264,4,0,,,machine
4,25,311,4,0,,,machine
4,25,784,4,0,,,machine
4,25,915,4,0,,,machine
4,25,34,4,0,,,machine
4,25,36,4,0,,,machine
4,25,53,4,0,,,machine
4,25,83,4,0,,,machine
4,25,91,4,0,,,machine
4,25,126,4,0,,,machine
4,25,129,4,0,,,machine
4,25,157,4,0,,,machine
4,25,164,4,0,,,machine
4,25,182,4,0,,,machine
4,25,184,4,0,,,machine
4,25,200,4,0,,,machine
4,25,203,4,0,,,machine
4,25,206,4,0,,,machine
4,25,214,4,0,,,machine
4,25,232,4,0,,,machine
4,25,241,4,0,,,machine
4,25,242,4,0,,,machine
4,25,257,4,0,,,machine
4,25,261,4,0,,,machine
4,25,263,4,0,,,machine
4,25,270,4,0,,,machine
4,25,156,4,0,,,machine
4,25,280,4,0,,,machine
4,25,317,4,0,,,machine
4,25,337,4,0,,,machine
4,25,349,4,0,,,machine
4,25,374,4,0,,,machine
4,25,394,4,0,,,machine
4,25,406,4,0,,,machine
4,25,411,4,0,,,machine
4,25,421,4,0,,,machine
4,25,424,4,0,,,machine
4,25,488,4,0,,,machine
4,25,519,4,0,,,machine
4,25,525,4,0,,,machine
4,25,315,4,0,,,machine
4,25,407,2,0,,,egg
4,25,525,2,0,,,egg
4,25,7,4,0,,,machine
4,25,9,4,0,,,machine
4,25,14,4,0,,,machine
4,25,232,2,0,,,egg
4,25,246,2,0,,,egg
4,25,231,2,0,,,egg
4,25,187,2,0,,,egg
4,25,44,2,0,,,egg
4,25,68,2,0,,,egg
4,25,10,1,1,1.0,,level-up
4,25,45,1,1,2.0,,level-up
4,25,52,1,4,,,level-up
4,25,108,1,8,,,level-up
4,25,225,1,12,,,level-up
4,25,424,1,17,,,level-up
4,25,163,1,20,,,level-up
4,25,53,1,24,,,level-up
4,25,184,1,28,,,level-up
4,25,83,1,32,,,level-up
4,25,517,1,36,,,level-up
4,25,394,1,40,,,level-up
4,23,231,4,0,,,machine
4,23,213,4,0,,,machine
4,23,207,4,0,,,machine
4,23,249,4,0,,,machine
4,23,526,4,0,,,machine
4,23,332,4,0,,,machine
4,23,251,2,0,,,egg
4,23,242,2,0,,,egg
4,23,200,2,0,,,egg
4,23,17,2,0,,,egg
4,23,314,2,0,,,egg
4,23,349,2,0,,,egg
4,23,394,2,0,,,egg
4,23,104,4,0,,,machine
4,23,70,4,0,,,machine
4,23,15,4,0,,,machine
4,20,251,4,0,,,machine
4,20,496,4,0,,,machine
4,20,512,4,0,,,machine
4,20,25,4,0,,,machine
4,20,173,4,0,,,machine
4,20,5,4,0,,,machine
4,20,519,3,0,,,tutor
4,19,82,1,22,,,level-up
4,19,29,4,0,,,machine
4,19,154,1,18,,,level-up
4,19,92,4,0,,,machine
4,19,115,4,0,,,machine
4,19,69,4,0,,,machine
4,18,481,1,28,,,level-up
4,18,497,4,0,,,machine
4,18,590,4,0,,,machine
4,18,237,4,0,,,machine
4,18,216,4,0,,,machine
4,18,218,4,0,,,machine
4,18,406,3,0,,,tutor
4,18,264,3,0,,,tutor
4,18,257,3,0,,,tutor
4,18,264,2,0,,,egg
4,18,406,2,0,,,egg
4,18,7,3,0,,,tutor
4,18,9,3,0,,,tutor
4,18,173,3,0,,,tutor
4,18,231,3,0,,,tutor
4,16,612,4,0,,,machine
4,16,510,4,0,,,machine
4,16,468,4,0,,,machine
4,16,290,4,0,,,machine
4,14,214,3,0,,,tutor
4,14,200,3,0,,,tutor
4,13,69,3,0,,,tutor
4,13,34,3,0,,,tutor
4,13,38,3,0,,,tutor
4,13,102,3,0,,,tutor
4,13,164,3,0,,,tutor
4,13,207,3,0,,,tutor
4,13,99,1,19,,,level-up
4,10,157,2,0,,,egg
4,10,14,2,0,,,egg
4,10,210,3,0,,,tutor
4,10,189,3,0,,,tutor
4,10,129,3,0,,,tutor
4,10,29,3,0,,,tutor
4,10,363,4,0,,,machine
4,10,445,4,0,,,machine
4,7,232,1,13,,,level-up
4,7,157,3,0,,,tutor
4,7,68,3,0,,,tutor
4,7,25,3,0,,,tutor
4,7,14,3,0,,,tutor
4,7,5,3,0,,,tutor
4,6,111,3,0,,,tutor
4,6,203,3,0,,,tutor
4,6,223,3,0,,,tutor
4,4,111,4,0,,,machine
4,4,53,3,0,,,tutor
4,4,225,4,0,,,machine
4,4,223,4,0,,,machine
4,4,174,4,0,,,machine
4,4,189,4,0,,,machine
4,4,210,4,0,,,machine
4,2,99,4,0,,,machine
4,2,102,4,0,,,machine
4,2,82,4,0,,,machine
4,2,117,4,0,,,machine
4,2,130,4,0,,,machine
4,2,68,4,0,,,machine
4,2,66,4,0,,,machine
4,2,38,4,0,,,machine
4,2,43,1,15,,,level-up
5,25,10,1,1,1.0,,level-up
5,25,157,4,0,,,machine
5,25,164,4,0,,,machine
5,25,182,4,0,,,machine
5,25,184,4,0,,,machine
5,25,200,4,0,,,machine
5,25,203,4,0,,,machine
5,25,206,4,0,,,machine
5,25,214,4,0,,,machine
5,25,241,4,0,,,machine
5,25,242,4,0,,,machine
5,25,257,4,0,,,machine
5,25,261,4,0,,,machine
5,25,263,4,0,,,machine
5,25,270,4,0,,,machine
5,25,280,4,0,,,machine
5,25,315,4,0,,,machine
5,25,45,1,1,2.0,,level-up
5,25,52,1,1,3.0,,level-up
5,25,108,1,1,4.0,,level-up
5,25,225,1,12,,,level-up
5,25,424,1,19,,,level-up
5,25,163,1,24,,,level-up
5,25,53,1,30,,,level-up
5,25,184,1,37,,,level-up
5,25,517,1,48,,,level-up
5,25,394,1,54,,,level-up
5,25,44,2,0,,,egg
5,25,68,2,0,,,egg
5,25,187,2,0,,,egg
5,25,231,2,0,,,egg
5,25,232,2,0,,,egg
5,25,317,4,0,,,machine
5,25,246,2,0,,,egg
5,25,407,2,0,,,egg
5,25,525,2,0,,,egg
5,25,7,4,0,,,machine
5,25,9,4,0,,,machine
5,25,14,4,0,,,machine
5,25,34,4,0,,,machine
5,25,36,4,0,,,machine
5,25,53,4,0,,,machine
5,25,83,4,0,,,machine
5,25,91,4,0,,,machine
5,25,126,4,0,,,machine
5,25,129,4,0,,,machine
5,25,156,4,0,,,machine
5,25,337,4,0,,,machine
5,25,349,4,0,,,machine
5,25,374,4,0,,,machine
5,25,406,4,0,,,machine
5,25,421,4,0,,,machine
5,25,424,4,0,,,machine
5,25,488,4,0,,,machine
5,25,519,4,0,,,machine
5,25,525,4,0,,,machine
5,25,851,4,0,,,machine
5,25,46,4,0,,,machine
5,25,264,4,0,,,machine
5,25,311,4,0,,,machine
5,25,411,4,0,,,machine
5,25,784,4,0,,,machine
5,25,915,4,0,,,machine
5,25,394,4,0,,,machine
5,23,249,4,0,,,machine
5,23,231,4,0,,,machine
5,23,213,4,0,,,machine
5,23,207,4,0,,,machine
5,23,104,4,0,,,machine
5,23,70,4,0,,,machine
5,23,526,4,0,,,machine
5,23,332,4,0,,,machine
5,23,15,4,0,,,machine
5,23,83,1,42,,,level-up
5,20,173,4,0,,,machine
5,20,519,3,0,,,tutor
5,20,5,4,0,,,machine
5,20,25,4,0,,,machine
5,20,496,4,0,,,machine
5,20,512,4,0,,,machine
5,20,251,4,0,,,machine
5,19,92,4,0,,,machine
5,19,69,4,0,,,machine
5,19,29,4,0,,,machine
5,19,115,4,0,,,machine
5,19,82,1,26,,,level-up
5,19,154,1,20,,,level-up
5,18,497,4,0,,,machine
5,18,590,4,0,,,machine
5,18,237,4,0,,,machine
5,18,216,4,0,,,machine
5,18,218,4,0,,,machine
5,18,264,3,0,,,tutor
5,18,406,3,0,,,tutor
5,18,481,1,32,,,level-up
5,18,7,3,0,,,tutor
5,18,9,3,0,,,tutor
5,18,173,3,0,,,tutor
5,18,231,3,0,,,tutor
5,18,257,3,0,,,tutor
5,16,612,4,0,,,machine
5,16,510,4,0,,,machine
5,16,468,4,0,,,machine
5,16,290,4,0,,,machine
5,14,214,3,0,,,tutor
5,14,200,3,0,,,tutor
5,13,38,3,0,,,tutor
5,13,99,1,20,,,level-up
5,13,34,3,0,,,tutor
5,13,69,3,0,,,tutor
5,13,102,3,0,,,tutor
5,13,164,3,0,,,tutor
5,13,207,3,0,,,tutor
5,10,363,4,0,,,machine
5,10,445,4,0,,,machine
5,10,29,3,0,,,tutor
5,10,129,3,0,,,tutor
5,10,189,3,0,,,tutor
5,10,210,3,0,,,tutor
5,7,157,3,0,,,tutor
5,7,68,3,0,,,tutor
5,7,25,3,0,,,tutor
5,7,14,3,0,,,tutor
5,7,5,3,0,,,tutor
5,7,232,1,13,,,level-up
5,6,111,3,0,,,tutor
5,6,223,3,0,,,tutor
5,6,203,3,0,,,tutor
5,4,174,4,0,,,machine
5,4,189,4,0,,,machine
5,4,210,4,0,,,machine
5,4,225,4,0,,,machine
5,4,223,4,0,,,machine
5,4,53,3,0,,,tutor
5,4,111,4,0,,,machine
5,2,99,4,0,,,machine
5,2,82,4,0,,,machine
5,2,102,4,0,,,machine
5,2,68,4,0,,,machine
5,2,38,4,0,,,machine
5,2,66,4,0,,,machine
5,2,117,4,0,,,machine
5,2,130,4,0,,,machine
5,2,43,1,15,,,level-up
6,25,913,4,0,,,machine
6,25,915,4,0,,,machine
6,25,784,4,0,,,machine
6,25,815,4,0,,,machine
6,25,38,4,0,,,machine
6,25,311,4,0,,,machine
6,25,264,4,0,,,machine
6,25,535,4,0,,,machine
6,25,394,1,62,,,level-up
6,25,44,2,0,,,egg
6,25,68,2,0,,,egg
6,25,187,2,0,,,egg
6,25,231,2,0,,,egg
6,25,232,2,0,,,egg
6,25,246,2,0,,,egg
6,25,407,2,0,,,egg
6,25,525,2,0,,,egg
6,25,7,4,0,,,machine
6,25,9,4,0,,,machine
6,25,14,4,0,,,machine
6,25,19,4,0,,,machine
6,25,34,4,0,,,machine
6,25,36,4,0,,,machine
6,25,53,4,0,,,machine
6,25,63,4,0,,,machine
6,25,76,4,0,,,machine
6,25,83,4,0,,,machine
6,25,89,4,0,,,machine
6,25,91,4,0,,,machine
6,25,403,1,0,,,level-up
6,25,10,1,1,1.0,,level-up
6,25,45,1,1,2.0,,level-up
6,25,52,1,1,3.0,,level-up
6,25,108,1,1,4.0,,level-up
6,25,257,1,1,5.0,,level-up
6,25,337,1,1,6.0,,level-up
6,25,225,1,12,,,level-up
6,25,424,1,19,,,level-up
6,25,163,1,24,,,level-up
6,25,53,1,30,,,level-up
6,25,184,1,39,,,level-up
6,25,83,1,46,,,level-up
6,25,517,1,54,,,level-up
6,25,126,4,0,,,machine
6,25,156,4,0,,,machine
6,25,525,4,0,,,machine
6,25,542,4,0,,,machine
6,25,851,4,0,,,machine
6,25,46,4,0,,,machine
6,25,129,4,0,,,machine
6,25,519,4,0,,,machine
6,25,512,4,0,,,machine
6,25,488,4,0,,,machine
6,25,157,4,0,,,machine
6,25,164,4,0,,,machine
6,25,182,4,0,,,machine
6,25,184,4,0,,,machine
6,25,200,4,0,,,machine
6,25,201,4,0,,,machine
6,25,203,4,0,,,machine
6,25,214,4,0,,,machine
6,25,241,4,0,,,machine
6,25,242,4,0,,,machine
6,25,257,4,0,,,machine
6,25,261,4,0,,,machine
6,25,263,4,0,,,machine
6,25,270,4,0,,,machine
6,25,280,4,0,,,machine
6,25,314,4,0,,,machine
6,25,315,4,0,,,machine
6,25,317,4,0,,,machine
6,25,332,4,0,,,machine
6,25,337,4,0,,,machine
6,25,349,4,0,,,machine
6,25,374,4,0,,,machine
6,25,394,4,0,,,machine
6,25,403,4,0,,,machine
6,25,406,4,0,,,machine
6,25,411,4,0,,,machine
6,25,416,4,0,,,machine
6,25,421,4,0,,,machine
6,25,424,4,0,,,machine
6,25,307,4,0,,,machine
6,25,523,4,0,,,machine
6,23,104,4,0,,,machine
6,23,70,4,0,,,machine
6,23,15,4,0,,,machine
6,23,307,3,0,,,tutor
6,23,207,4,0,,,machine
6,23,526,4,0,,,machine
6,23,355,4,0,,,machine
6,23,249,4,0,,,machine
6,23,231,4,0,,,machine
6,23,213,4,0,,,machine
6,23,211,4,0,,,machine
6,23,206,4,0,,,machine
6,20,251,4,0,,,machine
6,20,173,4,0,,,machine
6,20,496,4,0,,,machine
6,20,595,4,0,,,machine
6,20,693,4,0,,,machine
6,20,299,4,0,,,machine
6,20,25,4,0,,,machine
6,20,5,4,0,,,machine
6,20,815,3,0,,,tutor
6,20,814,3,0,,,tutor
6,20,799,3,0,,,tutor
6,20,519,3,0,,,tutor
6,19,69,4,0,,,machine
6,19,29,4,0,,,machine
6,19,154,1,20,,,level-up
6,19,82,1,26,,,level-up
6,19,242,1,1,3.0,,level-up
6,19,68,1,1,2.0,,level-up
6,19,17,1,0,,,level-up
6,19,92,4,0,,,machine
6,19,115,4,0,,,machine
6,18,497,4,0,,,machine
6,18,507,4,0,,,machine
6,18,590,4,0,,,machine
6,18,432,3,0,,,tutor
6,18,406,3,0,,,tutor
6,18,7,3,0,,,tutor
6,18,9,3,0,,,tutor
6,18,173,3,0,,,tutor
6,18,200,3,0,,,tutor
6,18,231,3,0,,,tutor
6,18,257,3,0,,,tutor
6,18,264,3,0,,,tutor
6,18,366,3,0,,,tutor
6,18,216,4,0,,,machine
6,18,218,4,0,,,machine
6,18,237,4,0,,,machine
6,18,481,1,32,,,level-up
6,18,421,1,1,5.0,,level-up
6,16,290,4,0,,,machine
6,16,468,4,0,,,machine
6,16,510,4,0,,,machine
6,16,612,4,0,,,machine
6,14,214,3,0,,,tutor
6,14,355,3,0,,,tutor
6,13,102,3,0,,,tutor
6,13,69,3,0,,,tutor
6,13,38,3,0,,,tutor
6,13,34,3,0,,,tutor
6,13,99,1,20,,,level-up
6,13,164,3,0,,,tutor
6,13,207,3,0,,,tutor
6,10,445,4,0,,,machine
6,10,239,3,0,,,tutor
6,10,210,3,0,,,tutor
6,10,189,3,0,,,tutor
6,10,314,3,0,,,tutor
6,10,363,4,0,,,machine
6,10,129,3,0,,,tutor
6,10,29,3,0,,,tutor
6,10,466,3,0,,,tutor
6,9,432,4,0,,,machine
6,7,232,1,13,,,level-up
6,7,157,3,0,,,tutor
6,7,68,3,0,,,tutor
6,7,25,3,0,,,tutor
6,7,14,3,0,,,tutor
6,7,5,3,0,,,tutor
6,6,203,3,0,,,tutor
6,6,223,3,0,,,tutor
6,6,111,3,0,,,tutor
6,4,111,4,0,,,machine
6,4,174,4,0,,,machine
6,4,189,4,0,,,machine
6,4,53,3,0,,,tutor
6,4,210,4,0,,,machine
6,4,223,4,0,,,machine
6,4,225,4,0,,,machine
6,2,43,1,15,,,level-up
6,2,66,4,0,,,machine
6,2,68,4,0,,,machine
6,2,82,4,0,,,machine
6,2,90,4,0,,,machine
6,2,99,4,0,,,machine
6,2,102,4,0,,,machine
6,2,117,4,0,,,machine
6,2,130,4,0,,,machine
7,25,263,4,0,,,machine
7,25,264,4,0,,,machine
7,25,270,4,0,,,machine
7,25,280,4,0,,,machine
7,25,311,4,0,,,machine
7,25,330,4,0,,,machine
7,25,334,4,0,,,machine
7,25,341,4,0,,,machine
7,25,352,4,0,,,machine
7,25,360,4,0,,,machine
7,25,374,4,0,,,machine
7,25,428,4,0,,,machine
7,25,518,4,0,,,machine
7,25,710,4,0,,,machine
7,25,812,4,0,,,machine
7,25,851,4,0,,,machine
7,25,861,4,0,,,machine
7,25,886,4,0,,,machine
7,25,250,4,0,,,machine
7,25,240,4,0,,,machine
7,25,214,4,0,,,machine
7,25,203,4,0,,,machine
7,25,182,1,18,,,level-up
7,25,240,1,21,,,level-up
7,25,401,1,24,,,level-up
7,25,504,1,27,,,level-up
7,25,334,1,30,,,level-up
7,25,56,1,33,,,level-up
7,25,834,1,36,,,level-up
7,25,54,2,0,,,egg
7,25,175,2,0,,,egg
7,25,243,2,0,,,egg
7,25,252,2,0,,,egg
7,25,281,2,0,,,egg
7,25,323,2,0,,,egg
7,25,392,2,0,,,egg
7,25,453,2,0,,,egg
7,25,8,4,0,,,machine
7,25,34,4,0,,,machine
7,25,36,4,0,,,machine
7,25,38,4,0,,,machine
7,25,56,4,0,,,machine
7,25,57,4,0,,,machine
7,25,58,4,0,,,machine
7,25,59,4,0,,,machine
7,25,91,4,0,,,machine
7,25,114,4,0,,,machine
7,25,156,4,0,,,machine
7,25,164,4,0,,,machine
7,25,182,4,0,,,machine
7,25,196,4,0,,,machine
7,25,791,2,0,,,egg
